,HAT_KODU,HAT_ADI,TAM_HAT_ADI,HAT_DURUMU,BOLGE,SEFER_SURESI
576,55T,GAZİOSMANPAŞA - TAKSİM,55T/GAZİOSMANPAŞA - TAKSİM,1,Avrupa2,50.68
577,55V,GAZİOSMANPAŞA - VEZNECİLER,55V/GAZİOSMANPAŞA - VEZNECİLER,1,Avrupa2,39.75
578,55Y,KAĞITHANE GARAJI - YENİBOSNA METRO,55Y/KAĞITHANE GARAJI - YENİBOSNA METRO,1,Avrupa3,128.26
579,57UL,BEŞİKTAŞ - KURUÇEŞMEÜSTÜ,57UL/BEŞİKTAŞ - KURUÇEŞMEÜSTÜ,1,Avrupa3,24.02
580,58A,POLİGON MAHALLESİ- KABATAŞ,58A/POLİGON MAHALLESİ- KABATAŞ,1,Avrupa3,74.0
581,58N,FATİH SULTAN MEHMET - KABATAŞ,58N/FATİH SULTAN MEHMET - KABATAŞ,1,Avrupa3,46.24
582,58S,LEVAZIM MAHALLESİ - KABATAŞ,58S/LEVAZIM MAHALLESİ - KABATAŞ,1,Avrupa3,36.75
583,58UL,ULUS MAHALLESİ - KABATAŞ,58UL/ULUS MAHALLESİ - KABATAŞ,1,Avrupa3,40.25
584,59A,İSTİNYE DEREİÇİ - ŞİŞLİ,59A/İSTİNYE DEREİÇİ - ŞİŞLİ,1,Avrupa3,71.43
585,59C,ARNAVUTKÖY - MECİDİYEKÖY,59C/ARNAVUTKÖY - MECİDİYEKÖY,0,Avrupa3,10.0
586,59CH,ARNAVUTKÖY - MECİDİYEKÖY,59CH/ARNAVUTKÖY - MECİDİYEKÖY,1,Avrupa3,33.3
587,59HS,HACIOSMAN METRO - SARITEPE KAMPÜSÜ,59HS/HACIOSMAN METRO - SARITEPE KAMPÜSÜ,1,Avrupa3,96.15
588,59K,KARAYOLLARI / ETİLER - ŞİŞLİ,59K/KARAYOLLARI / ETİLER - ŞİŞLİ,1,Avrupa3,41.0
589,59N,FATİH SULTAN MEHMET - ŞİŞLİ,59N/FATİH SULTAN MEHMET - ŞİŞLİ,1,Avrupa3,35.08
590,59R,RUMELİ HİSARÜSTÜ - ŞİŞLİ,59R/RUMELİ HİSARÜSTÜ - ŞİŞLİ,1,Avrupa3,33.19
591,59RH,RUMELİ HİSARÜSTÜ - HACIOSMAN METRO,59RH/RUMELİ HİSARÜSTÜ - HACIOSMAN METRO,1,Avrupa3,52.12
592,59RK,RUMELİ HİSARÜSTÜ - SARITEPE KAMPÜSÜ,59RK/RUMELİ HİSARÜSTÜ - SARITEPE KAMPÜSÜ,1,Avrupa3,164.87
593,59RS,SARIYER - RUMELİ HİSARÜSTÜ,59RS/SARIYER - RUMELİ HİSARÜSTÜ,1,Avrupa3,91.83
594,59S,LEVAZIM MAHALLESİ - ŞİŞLİ,59S/LEVAZIM MAHALLESİ - ŞİŞLİ,1,Avrupa3,25.47
595,59UÇ,UÇAKSAVAR - ŞİŞLİ,59UÇ/UÇAKSAVAR - ŞİŞLİ,1,Avrupa3,48.02
596,6,ESATPAŞA / KÜÇÜKÇAMLICA - HAREM,6/ESATPAŞA / KÜÇÜKÇAMLICA - HAREM,1,Anadolu1,65.34
597,62,KAĞITHANE / GÜLTEPE - KABATAŞ,62/KAĞITHANE / GÜLTEPE - KABATAŞ,1,Avrupa3,56.26
598,622,YENİDOĞAN - MECİDİYEKÖY,622/YENİDOĞAN - MECİDİYEKÖY,1,Anadolu2,170.37
599,62G,EMNİYETTEPE /  HAMİDİYE - BEŞİKTAŞ,62G/EMNİYETTEPE /  HAMİDİYE - BEŞİKTAŞ,1,Avrupa3,71.04
600,62H,EMNİYETTEPE - HACIOSMAN METRO,62H/EMNİYETTEPE - HACIOSMAN METRO,1,Avrupa3,90.4
601,63,KAĞITHANE / ÇELİKTEPE - KABATAŞ,63/KAĞITHANE / ÇELİKTEPE - KABATAŞ,1,Avrupa3,63.99
602,64Ç,EMNİYETTEPE/ÇELİKTEPE-ŞİŞLİ,64Ç/EMNİYETTEPE/ÇELİKTEPE-ŞİŞLİ,1,Avrupa3,73.67
603,65A,SEYRANTEPE - KAĞITHANE GARAJI,65A/SEYRANTEPE - KAĞITHANE GARAJI,1,Avrupa3,97.15
604,65G,KAĞITHANE / GÜLTEPE - ŞİŞLİ,65G/KAĞITHANE / GÜLTEPE - ŞİŞLİ,1,Avrupa3,43.7
605,66,GÜLBAĞ - EMİNÖNÜ,66/GÜLBAĞ - EMİNÖNÜ,1,Avrupa3,45.82
606,66Z,ZİNCİRLİDERE - ŞİŞLİ,66Z/ZİNCİRLİDERE - ŞİŞLİ,1,Avrupa3,21.55
607,69A,ESENTEPE / MECİDİYEKÖY - YENİKAPI,69A/ESENTEPE / MECİDİYEKÖY - YENİKAPI,0,Avrupa3,57.31
608,7,TOPAĞACI MAHALLESİ / ÜMRANİYE - RASATHANE,7/TOPAĞACI MAHALLESİ / ÜMRANİYE - RASATHANE,1,Anadolu1,74.98
609,70D,KURTULUŞ / DOLAPDERE - EMİNÖNÜ,70D/KURTULUŞ / DOLAPDERE - EMİNÖNÜ,1,Avrupa3,53.87
610,70FE,FERİKÖY - EMİNÖNÜ,70FE/FERİKÖY - EMİNÖNÜ,1,Avrupa3,38.26
611,70FY,FERİKÖY - YENİKAPI,70FY/FERİKÖY - YENİKAPI,1,Avrupa3,52.31
612,70KE,KURTULUŞ - EMİNÖNÜ,70KE/KURTULUŞ - EMİNÖNÜ,1,Avrupa3,40.5
613,70KY,KURTULUŞ - YENİKAPI,70KY/KURTULUŞ - YENİKAPI,1,Avrupa3,46.82
614,71AT,ATAKÖY - TAKSİM,71AT/ATAKÖY - TAKSİM,0,Avrupa1,92.84
615,71T,ATAKÖY - TAKSİM,71T/ATAKÖY - TAKSİM,1,Avrupa1,94.26
616,72T,YEŞİLKÖY - TAKSİM,72T/YEŞİLKÖY - TAKSİM,1,Avrupa1,113.13
617,72YT,YEŞİLKÖY - SAHİL YOLU - TAKSİM,72YT/YEŞİLKÖY - SAHİL YOLU - TAKSİM,1,Avrupa1,108.74
618,73,YENİBOSNA METRO- TAKSİM,73/YENİBOSNA METRO- TAKSİM,1,Avrupa1,79.67
619,73B,FLORYA - BAKIRKÖY,73B/FLORYA - BAKIRKÖY,1,Avrupa1,73.5
620,73F,FLORYA - TAKSİM,73F/FLORYA - TAKSİM,1,Avrupa1,130.03
621,73H,ACİL DURUM HASTANESİ - ATAKÖY METRO,73H/ACİL DURUM HASTANESİ - ATAKÖY METRO,1,Avrupa1,45.33
622,73Y,KUYUMCUKENT - YEŞİLKÖY / AKVARYUM,73Y/KUYUMCUKENT - YEŞİLKÖY / AKVARYUM,1,Avrupa1,74.12
623,74,HİLTON SİTESİ - EMİNÖNÜ,74/HİLTON SİTESİ - EMİNÖNÜ,1,Avrupa3,43.76
624,74A,GAYRETTEPE - EMİNÖNÜ,74A/GAYRETTEPE - EMİNÖNÜ,1,Avrupa3,42.6
625,75M,AKSARAY - MECİDİYEKÖY,75M/AKSARAY - MECİDİYEKÖY,0,Avrupa2,64.63
626,75O,OTOGAR - MECİDİYEKÖY,75O/OTOGAR - MECİDİYEKÖY,1,Avrupa2,91.29
627,76,BEYLİKDÜZÜ - BAKIRKÖY,76/BEYLİKDÜZÜ - BAKIRKÖY,1,Avrupa1,143.92
628,76A,KİPTAŞ VADİTEPE - YENİKAPI,76A/KİPTAŞ VADİTEPE - YENİKAPI,1,Avrupa1,157.01
629,76B,AVCILAR CİHANGİR MAHALLESİ - BAKIRKÖY,76B/AVCILAR CİHANGİR MAHALLESİ - BAKIRKÖY,1,Avrupa1,99.48
630,76BA,BÜYÜKÇEKMECE - AVCILAR METROBÜS,76BA/BÜYÜKÇEKMECE - AVCILAR METROBÜS,1,Avrupa1,75.4
631,76BT,TEPEKENT-TÜYAP,76BT/TEPEKENT-TÜYAP,0,Avrupa1,94.48
632,76C,BÜYÜKÇEKMECE - BAKIRKÖY,76C/BÜYÜKÇEKMECE - BAKIRKÖY,1,Avrupa1,154.97
633,76D,BAHÇEŞEHİR / ESENKENT - TAKSİM,76D/BAHÇEŞEHİR / ESENKENT - TAKSİM,1,Avrupa1,194.72
634,76E,BOĞAZKÖY / BAHÇEŞEHİR - TAKSİM,76E/BOĞAZKÖY / BAHÇEŞEHİR - TAKSİM,1,Avrupa1,212.96
635,76G,GÜRPINAR - AVCILAR METROBÜS,76G/GÜRPINAR - AVCILAR METROBÜS,1,Avrupa1,138.2
636,76GM,GÜRPINAR-TÜYAP METROBÜS,76GM/GÜRPINAR-TÜYAP METROBÜS,1,Avrupa1,55.28
637,76K,BEYLİKDÜZÜ TÜYAP - KAZLIÇEŞME,76K/BEYLİKDÜZÜ TÜYAP - KAZLIÇEŞME,0,Avrupa1,156.55
638,76M,MECİDİYEKÖY - AVCILAR METROBÜS,76M/MECİDİYEKÖY - AVCILAR METROBÜS,0,Avrupa3,136.01
639,76O,AVCILAR CİHANGİR MAHALLESİ - OTOGAR,76O/AVCILAR CİHANGİR MAHALLESİ - OTOGAR,1,Avrupa1,166.01
640,76SM,İHLAS MARMARA EVLERİ- HARAMİDERE METROBÜS,76SM/İHLAS MARMARA EVLERİ- HARAMİDERE METROBÜS,0,Avrupa1,69.64
641,76T,ISPARTAKULE BİZİMEVLER - TAKSİM,76T/ISPARTAKULE BİZİMEVLER - TAKSİM,1,Avrupa1,162.12
642,76TM,TEPEKENT - AVCILAR METROBÜS,76TM/TEPEKENT - AVCILAR METROBÜS,1,Avrupa1,154.38
643,76V,KİPTAŞ VADİTEPE - BAKIRKÖY,76V/KİPTAŞ VADİTEPE - BAKIRKÖY,1,Avrupa1,168.66
644,76Y,İHLAS MARMARA EVLERİ - BAKIRKÖY,76Y/İHLAS MARMARA EVLERİ - BAKIRKÖY,1,Avrupa1,148.4
645,77,YENİKAPI-ŞİŞLİ,77/YENİKAPI-ŞİŞLİ,1,Avrupa2,63.22
646,77A,VEZNECİLER-ŞİŞLİ,77A/VEZNECİLER-ŞİŞLİ,1,Avrupa2,50.69
647,77Ç,ÇIKSALIN - EMİNÖNÜ,77Ç/ÇIKSALIN - EMİNÖNÜ,1,Avrupa3,35.63
648,78,METROKENT - EMİNÖNÜ,78/METROKENT - EMİNÖNÜ,1,Avrupa1,150.09
649,78A,OYAKKENT - AKSARAY,78A/OYAKKENT - AKSARAY,0,Avrupa1,151.9
650,78B,FENERTEPE PERON/BAŞAKŞEHİR - YENİBOSNA METRO,78B/FENERTEPE PERON/BAŞAKŞEHİR - YENİBOSNA METRO,1,Avrupa1,128.05
651,78BE,BAŞAKŞEHİR METROKENT - MECİDİYEKÖY,78BE/BAŞAKŞEHİR METROKENT - MECİDİYEKÖY,0,Avrupa1,148.54
652,78C,YUNUS EMRE MAHALLESİ - FENERTEPE,78C/YUNUS EMRE MAHALLESİ - FENERTEPE,1,Avrupa2,137.28
653,78E,FENERTEPE PERON/BAŞAKŞEHİR - KAYABAŞI KİPTAŞ,78E/FENERTEPE PERON/BAŞAKŞEHİR - KAYABAŞI KİPTAŞ,1,Avrupa1,155.34
654,78F,FENERTEPE - BAŞAKŞEHİR - METROKENT,78F/FENERTEPE - BAŞAKŞEHİR - METROKENT,1,Avrupa1,188.94
655,78FB,FENERTEPE PERON - BİRLİK MAHALLESİ,78FB/FENERTEPE PERON - BİRLİK MAHALLESİ,0,Avrupa1,118.39
656,78G,FENERTEPE PERON/BAŞAKŞEHİR - KAYAŞEHİR,78G/FENERTEPE PERON/BAŞAKŞEHİR - KAYAŞEHİR,1,Avrupa1,144.6
657,78H,FENERTEPE PERON/BAŞAKŞEHİR - EMİNÖNÜ,78H/FENERTEPE PERON/BAŞAKŞEHİR - EMİNÖNÜ,1,Avrupa1,163.11
658,78M,FENERTEPE PERON-MECİDİYEKÖY,78M/FENERTEPE PERON-MECİDİYEKÖY,0,Avrupa1,180.52
659,78ZB,FENERTEPE PERON/BAŞAKŞEHİR - ZEYTİNBURNU,78ZB/FENERTEPE PERON/BAŞAKŞEHİR - ZEYTİNBURNU,1,Avrupa1,189.17
660,78Ş,FENERTEPE PERON/BAŞAKŞEHİR - ŞAHİNTEPE,78Ş/FENERTEPE PERON/BAŞAKŞEHİR - ŞAHİNTEPE,1,Avrupa1,131.2
661,79B,KAYAŞEHİR - BAKIRKÖY,79B/KAYAŞEHİR - BAKIRKÖY,1,Avrupa1,178.59
662,79C,KAYAŞEHİR - CEBECİ MAHALLESİ,79C/KAYAŞEHİR - CEBECİ MAHALLESİ,1,Avrupa1,134.23
663,79E,KAYABAŞI KİPTAŞ / KAYAŞEHİR - EMİNÖNÜ,79E/KAYABAŞI KİPTAŞ / KAYAŞEHİR - EMİNÖNÜ,1,Avrupa1,198.53
664,79F,KAYAŞEHİR - YENİBOSNA METRO,79F/KAYAŞEHİR - YENİBOSNA METRO,1,Avrupa1,192.53
665,79FY,FENERTEPE-YENİBOSNA METRO,79FY/FENERTEPE-YENİBOSNA METRO,1,Avrupa1,141.73
666,79G,KAYAŞEHİR - ZEYTİNBURNU,79G/KAYAŞEHİR - ZEYTİNBURNU,1,Avrupa1,154.5
667,79GE,GÜVERCİNTEPE/FENERTEPE-EMİNÖNÜ,79GE/GÜVERCİNTEPE/FENERTEPE-EMİNÖNÜ,1,Avrupa1,196.0
668,79K,KAYAŞEHİR - YENİBOSNA METRO,79K/KAYAŞEHİR - YENİBOSNA METRO,1,Avrupa1,122.83
669,79KM,KAYAŞEHİR - MECİDİYEKÖY,79KM/KAYAŞEHİR - MECİDİYEKÖY,1,Avrupa1,198.37
670,79KT,KAYABAŞI KİPTAŞ - TEKSTİLKENT METRO,79KT/KAYABAŞI KİPTAŞ - TEKSTİLKENT METRO,1,Avrupa1,135.02
671,79M,KAYAŞEHİR - MECİDİYEKÖY,79M/KAYAŞEHİR - MECİDİYEKÖY,0,Avrupa1,198.34
672,79T,KAYABAŞI KİPTAŞ - TAKSİM,79T/KAYABAŞI KİPTAŞ - TAKSİM,1,Avrupa1,204.3
673,79Y,KAYABAŞI KİPTAŞ / KAYAŞEHİR - YENİBOSNA METRO,79Y/KAYABAŞI KİPTAŞ / KAYAŞEHİR - YENİBOSNA METRO,1,Avrupa1,132.0
674,79Ş,ŞAHİNTEPE - TOPKAPI,79Ş/ŞAHİNTEPE - TOPKAPI,1,Avrupa1,149.6
675,8,VALİEVLERİ - KADIKÖY,8/VALİEVLERİ - KADIKÖY,1,Anadolu1,22.55
676,80,KAZLIÇEŞME - EMİNÖNÜ,80/KAZLIÇEŞME - EMİNÖNÜ,1,Avrupa2,47.27
677,80T,KAZLIÇEŞME - TAKSİM,80T/KAZLIÇEŞME - TAKSİM,1,Avrupa2,48.48
678,81,YEŞİLKÖY - EMİNÖNÜ,81/YEŞİLKÖY - EMİNÖNÜ,0,Avrupa1,102.94
679,82,KUYUMCUKENT - EMİNÖNÜ,82/KUYUMCUKENT - EMİNÖNÜ,1,Avrupa1,87.37
680,82B,YENİBOSNA METRO - BEYAZIT,82B/YENİBOSNA METRO - BEYAZIT,0,Avrupa1,59.83
681,82S,YENİBOSNA METRO - İKİTELLİ OSB/ METROKENT,82S/YENİBOSNA METRO - İKİTELLİ OSB/ METROKENT,1,Avrupa1,114.08
682,83O,OTOGAR - TAKSİM,83O/OTOGAR - TAKSİM,0,Avrupa2,99.29
683,85C,DAVUTPAŞA YTÜ - KAZLIÇEŞME,85C/DAVUTPAŞA YTÜ - KAZLIÇEŞME,1,Avrupa2,48.08
684,85T,ESENLER METRO - TAKSİM,85T/ESENLER METRO - TAKSİM,1,Avrupa2,94.44
685,86V,EYÜPSULTAN - VEZNECİLER,86V/EYÜPSULTAN - VEZNECİLER,1,Avrupa3,32.75
686,87,TOPKAPI / EDİRNEKAPI - TAKSİM,87/TOPKAPI / EDİRNEKAPI - TAKSİM,1,Avrupa2,50.27
687,88,YUNUS EMRE MAHALLESİ - TOPKAPI,88/YUNUS EMRE MAHALLESİ - TOPKAPI,1,Avrupa2,72.35
688,88A,YUNUS EMRE MAHALLESİ - YENİKAPI,88A/YUNUS EMRE MAHALLESİ - YENİKAPI,1,Avrupa2,88.0
689,89,K.S.S. HASTANESİ/ATAKENT-AKSARAY,89/K.S.S. HASTANESİ/ATAKENT-AKSARAY,1,Avrupa1,159.5
690,89A,K.S.S. HASTANESİ - ZEYTİNBURNU,89A/K.S.S. HASTANESİ - ZEYTİNBURNU,1,Avrupa1,126.65
691,89B,KÜÇÜKÇEKMECE - AKSARAY,89B/KÜÇÜKÇEKMECE - AKSARAY,1,Avrupa1,90.5
692,89BS,BEZİRGANBAHÇE TOKİ-SEFAKÖY METROBÜS,89BS/BEZİRGANBAHÇE TOKİ-SEFAKÖY METROBÜS,1,Avrupa1,23.01
693,89C,METROKENT-TAKSİM,89C/METROKENT-TAKSİM,1,Avrupa1,174.31
694,89F,KÜÇÜKÇEKMECE-İSTOÇ,89F/KÜÇÜKÇEKMECE-İSTOÇ,1,Avrupa1,88.06
695,89K,K.S.S. HASTANESİ - AKSARAY,89K/K.S.S. HASTANESİ - AKSARAY,1,Avrupa1,124.27
696,89M,MEHMET AKİF MAHALLESİ - ZEYTİNBURNU,89M/MEHMET AKİF MAHALLESİ - ZEYTİNBURNU,1,Avrupa1,96.08
697,89S,SÖĞÜTLÜÇEŞME - ZEYTİNBURNU,89S/SÖĞÜTLÜÇEŞME - ZEYTİNBURNU,1,Avrupa1,74.0
698,89T,K.S.S. HASTANESİ/ATAKENT-TAKSİM,89T/K.S.S. HASTANESİ/ATAKENT-TAKSİM,1,Avrupa1,181.7
699,89YB,K.S.S. HASTANESİ/ATAKENT - BAKIRKÖY,89YB/K.S.S. HASTANESİ/ATAKENT - BAKIRKÖY,1,Avrupa1,124.64
700,8A,BATI ATAŞEHİR / FİKİRTEPE - KADIKÖY,8A/BATI ATAŞEHİR / FİKİRTEPE - KADIKÖY,1,Anadolu1,58.66
701,8D,ESENEVLER - UZUNÇAYIR METROBÜS / KADIKÖY,8D/ESENEVLER - UZUNÇAYIR METROBÜS / KADIKÖY,0,Anadolu1,56.76
702,8E,ESENEVLER - KADIKÖY,8E/ESENEVLER - KADIKÖY,1,Anadolu1,58.55
703,8K,TEPEÜSTÜ - ATAŞEHİR / KOZYATAĞI METRO,8K/TEPEÜSTÜ - ATAŞEHİR / KOZYATAĞI METRO,1,Anadolu1,85.43
704,8M,ATAŞEHİR - KADIKÖY,8M/ATAŞEHİR - KADIKÖY,0,Anadolu1,71.53
705,8Y,SOYAK YENİŞEHİR - YENİSAHRA METRO,8Y/SOYAK YENİŞEHİR - YENİSAHRA METRO,1,Anadolu1,49.17
706,9,ADEM YAVUZ MAHALLESİ - ÜSKÜDAR,9/ADEM YAVUZ MAHALLESİ - ÜSKÜDAR,1,Anadolu1,107.99
707,90,DRAMAN - EMİNÖNÜ,90/DRAMAN - EMİNÖNÜ,1,Avrupa2,25.99
708,90B,DRAMAN - AKSARAY,90B/DRAMAN - AKSARAY,1,Avrupa2,16.31
709,91E,GÖZTEPE MAHALLESİ - AKSARAY,91E/GÖZTEPE MAHALLESİ - AKSARAY,1,Avrupa1,61.08
710,91M,FATİH MAHALLESİ YANYOL- MECİDİYEKÖY METROBÜS,91M/FATİH MAHALLESİ YANYOL- MECİDİYEKÖY METROBÜS,1,Avrupa1,71.33
711,91O,OTOGAR - EMİNÖNÜ,91O/OTOGAR - EMİNÖNÜ,0,Avrupa2,88.48
712,92,YENİ MAHALLE METRO - EMİNÖNÜ,92/YENİ MAHALLE METRO - EMİNÖNÜ,1,Avrupa1,98.16
713,92A,KİRAZLI METRO / ATEŞTUĞLA - EMİNÖNÜ,92A/KİRAZLI METRO / ATEŞTUĞLA - EMİNÖNÜ,0,Avrupa1,103.87
714,92B,YENİ MAHALLE METRO / ATEŞTUĞLA - AKSARAY,92B/YENİ MAHALLE METRO / ATEŞTUĞLA - AKSARAY,1,Avrupa1,75.15
715,92C,HAZNEDAR - EMİNÖNÜ,92C/HAZNEDAR - EMİNÖNÜ,1,Avrupa1,83.38
716,92K,YENİ MAHALLE METRO / KİRAZLI - AKSARAY,92K/YENİ MAHALLE METRO / KİRAZLI - AKSARAY,1,Avrupa1,79.76
717,92M,BAĞCILAR DEVLET HASTANESİ - MECİDİYEKÖY,92M/BAĞCILAR DEVLET HASTANESİ - MECİDİYEKÖY,1,Avrupa1,105.38
718,92T,BAĞCILAR DEVLET HASTANESİ - TAKSİM,92T/BAĞCILAR DEVLET HASTANESİ - TAKSİM,1,Avrupa1,96.5
719,92Ş,YENİ MAHALLE METRO - MECİDİYEKÖY,92Ş/YENİ MAHALLE METRO - MECİDİYEKÖY,1,Avrupa1,100.43
720,93,ZEYTİNBURNU - EMİNÖNÜ,93/ZEYTİNBURNU - EMİNÖNÜ,1,Avrupa2,77.68
721,93C,ZEYTİNBURNU - AKSARAY,93C/ZEYTİNBURNU - AKSARAY,1,Avrupa2,58.14
722,93M,ZEYTİNBURNU - MECİDİYEKÖY,93M/ZEYTİNBURNU - MECİDİYEKÖY,1,Avrupa2,96.9
723,93T,ZEYTİNBURNU - TAKSİM,93T/ZEYTİNBURNU - TAKSİM,1,Avrupa2,88.14
724,94,OSMANİYE - EMİNÖNÜ,94/OSMANİYE - EMİNÖNÜ,0,Avrupa1,72.57
725,94A,BAKIRKÖY - AKSARAY,94A/BAKIRKÖY - AKSARAY,1,Avrupa1,47.94
726,94Y,YEŞİLPINAR - BAKIRKÖY,94Y/YEŞİLPINAR - BAKIRKÖY,1,Avrupa3,110.54
727,97,15 TEMMUZ MAHALLESİ - AKSARAY,97/15 TEMMUZ MAHALLESİ - AKSARAY,1,Avrupa1,86.07
728,97A,BASINSİTESİ - EMİNÖNÜ,97A/BASINSİTESİ - EMİNÖNÜ,1,Avrupa1,71.57
729,97B,ÇAVUŞPAŞA - BEYAZIT,97B/ÇAVUŞPAŞA - BEYAZIT,0,Avrupa1,79.98
730,97BM,BATIŞEHİR - MECİDİYEKÖY,97BM/BATIŞEHİR - MECİDİYEKÖY,0,Avrupa1,94.21
731,97BT,KOCASİNAN İTFAİYE-TAKSİM,97BT/KOCASİNAN İTFAİYE-TAKSİM,1,Avrupa1,91.82
732,97E,MAHMUTBEY / GÜNEŞLİ - KAZLIÇEŞME,97E/MAHMUTBEY / GÜNEŞLİ - KAZLIÇEŞME,1,Avrupa1,102.86
733,97G,YENİ MAHALLE METRO - AKSARAY,97G/YENİ MAHALLE METRO - AKSARAY,1,Avrupa1,77.44
734,97GE,15 TEMMUZ MAHALLESİ - EMİNÖNÜ,97GE/15 TEMMUZ MAHALLESİ - EMİNÖNÜ,1,Avrupa1,111.05
735,97H,GÜNEŞLİ - AKSARAY,97H/GÜNEŞLİ - AKSARAY,0,Avrupa1,98.28
736,97KZ,KOCASİNAN - ZEYTİNBURNU,97KZ/KOCASİNAN - ZEYTİNBURNU,1,Avrupa1,72.91
737,97M,15 TEMMUZ MAHALLESİ - MECİDİYEKÖY,97M/15 TEMMUZ MAHALLESİ - MECİDİYEKÖY,1,Avrupa1,111.8
738,97T,BASINSİTESİ - TAKSİM,97T/BASINSİTESİ - TAKSİM,1,Avrupa1,84.4
739,98,FENERTEPE/BAŞAKŞEHİR - BAKIRKÖY,98/FENERTEPE/BAŞAKŞEHİR - BAKIRKÖY,1,Avrupa1,161.66
740,98A,GÖZTEPE MAHALLESİ - BAKIRKÖY,98A/GÖZTEPE MAHALLESİ - BAKIRKÖY,1,Avrupa1,77.91
741,98AB,ATAKENT/HALKALI - BAKIRKÖY,98AB/ATAKENT/HALKALI - BAKIRKÖY,1,Avrupa1,93.84
742,98B,KUYUMCUKENT - BAKIRKÖY,98B/KUYUMCUKENT - BAKIRKÖY,1,Avrupa1,51.81
743,98C,BAĞCILAR ÇINAR MAHALLESİ - BAKIRKÖY,98C/BAĞCILAR ÇINAR MAHALLESİ - BAKIRKÖY,0,Avrupa1,51.29
744,98D,YENİ MAHALLE METRO - BAKIRKÖY,98D/YENİ MAHALLE METRO - BAKIRKÖY,1,Avrupa1,51.08
745,98E,GÜNEŞLİ BASIN TESİSLERİ - BAKIRKÖY,98E/GÜNEŞLİ BASIN TESİSLERİ - BAKIRKÖY,1,Avrupa1,72.61
746,98G,GİYİMKENT / TURGUTREİS - BAKIRKÖY,98G/GİYİMKENT / TURGUTREİS - BAKIRKÖY,1,Avrupa2,91.43
747,98H,METROKENT - BAKIRKÖY,98H/METROKENT - BAKIRKÖY,1,Avrupa1,147.64
748,98K,YENİ MAHALLE METRO / KİRAZLI - BAKIRKÖY,98K/YENİ MAHALLE METRO / KİRAZLI - BAKIRKÖY,1,Avrupa1,46.9
749,98KM,FENERTEPE - SEFAKOY METROBÜS,98KM/FENERTEPE - SEFAKOY METROBÜS,1,Avrupa1,135.9
750,98M,İSTOÇ - BAKIRKÖY,98M/İSTOÇ - BAKIRKÖY,1,Avrupa1,84.9
751,98MB,MEHMET AKİF MAHALLESİ - BAKIRKÖY,98MB/MEHMET AKİF MAHALLESİ - BAKIRKÖY,1,Avrupa1,89.18
752,98S,K.S.S. HASTANESİ - BAKIRKÖY,98S/K.S.S. HASTANESİ - BAKIRKÖY,1,Avrupa1,93.75
753,98T,K.S.S. HASTANESİ/ATAKENT-BAKIRKÖY,98T/K.S.S. HASTANESİ/ATAKENT-BAKIRKÖY,1,Avrupa1,142.87
754,98TB,FATİH MAHALLESİ - BAKIRKÖY,98TB/FATİH MAHALLESİ - BAKIRKÖY,1,Avrupa1,70.81
